file_name,hypothesis,rule
JoF_2000_2021_full_text\1222.txt,"Hypothesis 5 using the following regression: The dependent variable is the buy‐and‐hold return measured from the end of the first aftermarket trading day until 2, 3, 6, or 12 months later (less the normalized return on a benchmark portfolio, defined shortly). As before, we normalize all variables by Pmid.The ind",3
JoF_2000_2021_full_text\1222.txt,"Hypothesis 5 predicts price reversal towards the fundamental value, that is, a negative relation between long‐run returns and PGM−Pmid. Bookbuilding information, in contrast, is assumed to be about fundamental value. If so, the difference between PAM and PGM should not be reversed in the long run. In fact, if gr",3
JoF_2000_2021_full_text\1223.txt," securing external financing at reasonable terms in arm's length transactions because of information problems (e.g., Myers and Majluf (1984)). If a product market partner, by virtue of their relationship with the firm, has the ability to more accurately assess a firm's value, they may be in a superior position to provide financing. We refer to this possibility as the financial frictions hypothesis. To test this hypothesis",6
JoF_2000_2021_full_text\1228.txt,"by institutions that serve tax‐sensitive clients are negatively related to cumulative capital gains on a stock. Large capital gains discourage, and large capital losses encourage, selling, ceteris paribus. Consistent with the hypothesized impact of the capital gains tax, the behavior of institutions that serve predominantly tax‐exempt clients does not seem to be related to cumulative capital gains. To test this hypothesis",6
JoF_2000_2021_full_text\1232.txt,"We hypothesize that such a merger is essentially an internal corporate reorganization and therefore it should not have a competitive effect. Indeed, this is our motivation for excluding such mergers from our main competition measure.",2
JoF_2000_2021_full_text\1232.txt,we investigate the hypothesis that some unobservable economic variables that affect future crime motivate present‐day bank mergers.Evidence against this alternative hypothesis is summarized in the following set of results.,5
JoF_2000_2021_full_text\1236.txt,"ance and Stock ReturnsThe framework developed above can be used to investigate other governance‐related anomalies. For example, Cremers and Nair (2005) extend GIM by hypothesizing that a combination of strong shareholder rights and strong external monitoring (as proxied by high institutional or public pension fund ownership) results in more effective governance than strong shareholder rights alone. To test this hypothesis",6
JoF_2000_2021_full_text\1243.txt,"Our main hypothesis is that hedging reduces the stock price sensitivity to oil and gas prices. We predict a negative sign on both γ2 and γ5. In addition, the fraction of reserves should be positively related to the stock price exposure to energy prices.",4
JoF_2000_2021_full_text\1244.txt,We hypothesize that the reason why severely underfunded firms experience abnormally low returns is that the market is surprised when the implications of the pension underfunding hit earnings and cash flows.,2
JoF_2000_2021_full_text\1247.txt,"bout the level and structure of benefits (though these are generally amortized over long periods of time). It is instructive to examine whether expected (or “predictable”) and unexpected components of required contributions appear to affect investment differently. To the extent that required contributions can be anticipated or controlled, firms might undertake measures to secure additional finance. To test this hypothesis",6
JoF_2000_2021_full_text\1248.txt,"have some discretion over which of their member funds will receive shares of the most underpriced (hotter) IPOs. There have been some news reports on favoritism in IPO allocations (Wall Street Journal (2004)) and also several SEC enforcement cases. Under our cross‐fund subsidization hypothesis (H2), we expect that the hotter an IPO is, the more these shares are allocated to high value mutual funds. To test this hypothesis",6
JoF_2000_2021_full_text\1254.txt,We reject the hypothesis that the ex post βFVIX loadings are jointly equal to zero with a p‐value less than 0.001.  C.5. Robustness to Volume EffectsPanel B of Table IV reports an analogous exercise to that in Panel A except we control for volume rather than liquidity.,5
JoF_2000_2021_full_text\1256.txt,"f examining the impact of liquidity that do not depend on bid‐ask spreads. If the cap market is well integrated with the LIBOR and swap market, then the three common term structure factors that explain more than 99% of the variations of bond yields should also explain cap prices well. Low explanatory power would suggest that there could be factors affecting cap prices that are not spanned by bonds. To test this hypothesis",6
JoF_2000_2021_full_text\126.txt,"We first test the hypothesis that skill in fund selection, in addition to luck, affects investors’ returns. We then estimate the importance of skill in determining returns. Our main results imply that a one‐standard‐deviation increase in skill leads to an increase in IRR of approximately one to two percentage points.",5
JoF_2000_2021_full_text\1260.txt,"we hypothesize that the positive volume effect of dividend yield is increasing in tax‐induced investor heterogeneity, or more specifically, that it is a concave function of the level of institutional ownership.",2
JoF_2000_2021_full_text\1260.txt,We hypothesize that the positive effect of dividend yield on ex‐day excess trading volume is a concave function of the level of institutional ownership.Cross‐sectional test results support the tax‐motivated trading hypothesis.,2
JoF_2000_2021_full_text\1263.txt,"we hypothesize that greater firm‐specific variation indicates more intensive informed trading and, consequently, more informative pricing. Empirically, a range of evidence already points in this direction.First, Figure 1 shows the average R2 statistics of regressions of firm‐level stock return on local and U.S.",2
JoF_2000_2021_full_text\1268.txt,"we cannot reject the hypothesis that the firm intercepts are jointly equal to zero. In addition, we also use the criterion proposed by Akaike (1974) to test for the inclusion of additional variables. This test indicates that we should not include the firm intercepts. Hence, we report the simpler results in Table VI.",5
JoF_2000_2021_full_text\1272.txt,"We cannot reject the hypothesis that the risk‐neutral PDFs provide accurate forecasts of the distributions of future realizations for the FTSE 100 contracts at the 1‐week horizon. With a p‐value of 23 percent, we find no support for the hypothesis that the 1‐week horizon risk‐neutral PDFs forecast the FTSE 100 densities poorly.",5
JoF_2000_2021_full_text\1272.txt,we cannot reject the hypothesis that the probability integral transforms are uncorrelated (by examining the p‐values of the LR1 statistic).,5
JoF_2000_2021_full_text\1272.txt,we can reject the hypothesis that the estimated gammas are equal to zero.,5
JoF_2000_2021_full_text\1273.txt,"we hypothesize that option trading volume should be higher on options listed earlier.We would expect underlying stock market volume to be an important predictor of option volume, for three reasons.",2
JoF_2000_2021_full_text\1278.txt,"anagers rationally cater to investor demand—they pay dividends when investors put higher prices on payers, and they do not pay when investors prefer nonpayers. We formalize this catering view of dividends in a simple model. The prediction of the model that we focus on in our empirical work is that the propensity to pay dividends depends on a dividend premium (or sometimes discount) in stock prices. To test this hypothesis",6
JoF_2000_2021_full_text\129.txt,"we can reject the hypothesis that with some confidence in most cases (with p‐values of 0.079, 0.020, 0.015, and 0.007 for S&P 100 firms at 3‐, 6‐, 12‐, and 24‐month horizons, and p‐values of 0.072, 0.068, and 0.077 for S&P 500 firms at 6‐, 12‐, and 24‐month horizons).",5
JoF_2000_2021_full_text\129.txt,"we do not reject the hypothesis that the associated coefficients take the values predicted by our theory.As the coefficients in the formula for the expected return on a stock are theoretically motivated, we need only observe the market prices of certain options to implement the formula.",5
JoF_2000_2021_full_text\1294.txt,"We hypothesize that repricing may be timed to occur prior to the release of favorable news, resulting in significant positive returns following the repricing date.",2
JoF_2000_2021_full_text\1296.txt,"ized method of moments (GMMs) estimators of Erickson and Whited (2002), we find that the overhang correction term is always statistically significant. The model also predicts that the absolute value of the coefficient on the overhang correction term will be smaller for firms that issue additional secured debt in order to reduce the spillover benefit that new investment provides to existing lenders. To test this hypothesis",6
JoF_2000_2021_full_text\1298.txt,"We then test the hypothesis that the propensity to save from cash inflows is positive for the constrained firms, but is indistinguishable from zero for the unconstrained ones. Our empirical results are consistent with our theoretical priors.",5
JoF_2000_2021_full_text\130.txt,We hypothesize that firms are less exposed to international trade flows if SC incurred to replace their products with imported ones are higher. We measure these costs using the actual ad valorem freight rates paid by importers from underlying product‐level U.S. import data.,2
JoF_2000_2021_full_text\1301.txt,we test the hypothesis that b=c=d=0 for each equation using a standard Wald test. The p‐values for these tests provide evidence for a significant relation to the risk measures for 12 of the 24 hours.,5
JoF_2000_2021_full_text\1308.txt,We hypothesize that investors are unable to immediately discern the persistence and valuation implications of an earnings change and that subsequent changes in dividends help resolve this uncertainty.,2
JoF_2000_2021_full_text\1308.txt,"Hypothesis 1 (H1) predicts β1 is greater than zero. The change in future earnings (ΔFUTUREt,i) is defined as the sum of the eight actual quarterly seasonal random walk earnings changes announced subsequent to the announcement of a dividend change at time t for firm i. This variable is also converted to a percent",3
JoF_2000_2021_full_text\1308.txt,Hypothesis 2 (H2) predicts that β3 will be negative. We use the absolute value of the dividend change scaled by the absolute value of the prior earnings change as our second proxy for cross‐sectional variation in belief revision. We first rank all confirmatory observations by the size of the scaled dividend chan,3
JoF_2000_2021_full_text\1308.txt,"Hypothesis 3 (H3) predicts that the regression coefficients should increase monotonically as we move from the quartile of the smallest (β1′) through the largest (β4′) scaled dividend changes.  III. Results A. Descriptive Statistics and Regression ResultsDescriptive statistics for our sample of 4,694 confirming d",3
JoF_2000_2021_full_text\1308.txt,"Hypothesis 2 (H2) is tested by estimating equation (7) on the sample of 4,694 confirmatory dividend changes. In this regression, β1(β1+β3) indicates the relation between market reactions to dividend changes and past earnings when past earnings are negative (positive). The coefficient on ΔQEARNt,i×POSDUMt,i, β3, ",3
JoF_2000_2021_full_text\1308.txt,"Hypothesis 2 (H2) predicts that β3 will be negative, implying that the relation is weaker for positive earnings changes (which are, ex ante, more likely to be persistent). Both β1 and β1+β3 are positive and significantly greater than zero (β1=1.035;β1+β3=0.308), suggesting that the positive relation between retu",3
JoF_2000_2021_full_text\1308.txt,"Hypothesis 3 (H3) predicts that, for our sample of confirming dividend changes, the positive relation between the market reaction to dividend changes and the prior earnings change increases with the magnitude of the dividend change (scaled by the magnitude of the prior earnings change). In regression equation (8",3
JoF_2000_2021_full_text\1309.txt,"urns). Volume is positively correlated with the absolute value of returns.The relationship between volume and returns holds for the market as a whole. It also holds for both of our subgroups of investors {“near”, “far”} under Assumption 1. The reason the relationship holds for our subgroups is that (on average) one group's precision is high and one is low. Thus, neither match the market as a whole. To test this hypothesis",6
JoF_2000_2021_full_text\1309.txt," the market (i.e., they were not really better informed and did not actually outperform other investors), this correlation pattern could persist indefinitely. There would be no relationship between location and profitability. If we believe the rational expectations model in the strictest sense, then we might believe that the better‐informed investors should be better able to predict future returns. To test this hypothesis",6
JoF_2000_2021_full_text\1325.txt,"our hypothesis is that orderflow, and its interaction with liquidity, are the conduit through which price discovery takes place.",4
JoF_2000_2021_full_text\1325.txt,"Our hypothesis is that, in the absence of material public information flow, orderflow imbalances account for a substantial portion of the day‐to‐day fluctuations of the yield curve and that the role of orderflow depends on the liquidity in the Treasury market.Our empirical results strongly support this hypothesis.",4
JoF_2000_2021_full_text\133.txt,we maintain the hypothesis that they are informative about opposite‐signed changes in the capital share. Figure 2 plots the rolling eight‐quarter log difference in the capital share over time. This variable is volatile throughout our sample.,5
JoF_2000_2021_full_text\1332.txt,"We hypothesize that the choice between using private or public capital markets in privatizations is influenced by three types of economic, political, and institutional factors—market considerations, the political and legal environment, and firm‐specific characteristics.",2
JoF_2000_2021_full_text\1332.txt,we hypothesize that SOEs in strategic industries are more likely to be privatized via an asset sale.The results reported in Table IV support the importance of the firm‐specific characteristics.,2
JoF_2000_2021_full_text\1333.txt,"we hypothesize that issuers purchase analyst coverage by giving up greater underpricing at the time of the IPO. A corollary of this hypothesis is that if the lead underwriter does not deliver the expected research coverage, the issuing company is more likely to switch to a new underwriter for subsequent SEOs.",2
JoF_2000_2021_full_text\1333.txt,"We hypothesize that issuing companies purchase analyst coverage by deliberately underpricing the IPO. In this section, we develop this and other hypotheses and discuss how our study relates to prior work in the IPO literature. A.",2
JoF_2000_2021_full_text\1333.txt,"we hypothesize that analyst coverage by the lead underwriter is positively related to initial underpricing. While coverage can be measured in several ways, our analysis focuses on (1) the existence of analyst recommendations by lead underwriters, and (2) the perceived quality of the lead underwriter's analyst.",2
JoF_2000_2021_full_text\1333.txt,"we hypothesize that underwriters from investment banks with higher research reputations demand greater underpricing as compensation for their services (i.e., they earn rents).",2
JoF_2000_2021_full_text\1333.txt,we hypothesize that the likelihood of switching underwriters between the company's IPO and its SEO is associated with the unexpected amount of analyst coverage.,2
JoF_2000_2021_full_text\1333.txt,t two subperiods. This provides some reassurance that our overall finding of a significant relation between underpricing and coverage is not driven by the 1998 to 2000 period. F. Switching of UnderwritersOur final hypothesis predicts that issuing companies will switch underwriters between their IPO and their subsequent SEO if they believe that they have received less analyst coverage than expected. To test this hypothesis,6
JoF_2000_2021_full_text\1335.txt,we cannot reject the hypothesis that households with completely reasonable levels of risk aversion generated the observed returns and consumption of luxury goods.Figure 1 depicts this main result.,5
JoF_2000_2021_full_text\1340.txt,"we could hypothesize that before this period, there were informal political and social conventions that effectively limited CEO pay, and that these limits became suboptimal because of changes in the parameters of the model, breaking down as the pressure for change suggested higher and higher CEO pay.",2
JoF_2000_2021_full_text\1343.txt,"Our key hypothesis is that the own‐city effects should be larger than the other‐city effects, that is, that for any c, we should have αc>βc.",4
JoF_2000_2021_full_text\1343.txt,"we explore the hypothesis that investors spread information and ideas about stocks to one another directly, through word‐of‐mouth communication. This hypothesis comes up frequently in informal accounts of the behavior of the stock market.",5
JoF_2000_2021_full_text\1352.txt,"weak support for the hypothesis that the nondefault component is due to taxes.These results have many implications both for asset pricing as well as corporate finance. For example, these results add to the rapidly growing literature on the effects of liquidity on security prices.",5
JoF_2000_2021_full_text\1355.txt,we develop the hypothesis that relates managerial stock ownership and corporate debt maturity structure choice.,5
JoF_2000_2021_full_text\1355.txt,"f total debt maturing in more than 3 years by 4.90%. Diamond (1991) posits that investment grade firms (i.e., firms with low liquidity risk) are expected to choose short‐maturity debt. We extend this proposition by reasoning that among investment grade firms, those with low managerial stock ownership are expected to choose longer maturity debt than their counterparts with high managerial ownership. To test this hypothesis",6
JoF_2000_2021_full_text\1357.txt,We hypothesize that selling‐firm managers with favorable information about the asset to be sold and with expectations of synergies when the asset is combined with the buyer's assets may prefer payment in the form of buyer equity.,2
JoF_2000_2021_full_text\1357.txt,"wever, we hypothesize that the willingness of selling firms to accept buyer equity rather than cash as the outcome of an implicit auction of an asset should influence returns to sellers and buyers and could counter the Myers and Majluf (1984) adverse selection problem associated with equity.",2
JoF_2000_2021_full_text\1358.txt,"Our hypothesis is that if investors are credulous and they are given two paintings with the same average estimates, they may be inclined to pay more for the painting with a higher . We will estimate equation (3) using all artworks as well as the three collecting subcategories.",4
JoF_2000_2021_full_text\1358.txt,"ng the classic capital asset pricing model (CAPM) to decompose the return risk into systematic and painting‐specific risks. As a result, we have two possible explanations related to risk. The first explanation would be that masterpieces have smaller systematic risk. As a result, investors would be willing to pay a premium for them relative to other works of art, due to smaller market risk exposure. To test this hypothesis",6
JoF_2000_2021_full_text\1367.txt,"we cannot reject the hypothesis that the combined effect through the behavioral proxy itself and the interaction term is zero for SEOs completed after the second quarter of 2000 (p = 0.506 and 0.437 for the binary and dollar‐valued measure, respectively).",5
JoF_2000_2021_full_text\1374.txt,"Hypothesis 1: As Caand Ciincrease, the market's reaction to settlement announcements becomes more negative. This is because as agency costs increase, there is a larger disparity between what the manager is willing to pay to settle litigation, relative to what the shareholders would potentially pay if the case co",3
JoF_2000_2021_full_text\1374.txt,"Hypothesis 2 is as follows. Hypothesis 2: As Ciincreases, the length of time between the filing of a case and the settlement of the case decreases. It is important to make clear that the model does not imply that settlement is a separating mechanism between good and bad management. Good management chooses to set",3
JoF_2000_2021_full_text\1375.txt,We hypothesize that borrowers that cannot easily leave a relationship after a merger may experience more negative abnormal returns when their bank announces a merger.Previous studies of the impact of bank mergers on commercial customers have focused on small privately held companies.,2
JoF_2000_2021_full_text\1377.txt,our null hypothesis is that afternoon risk is unrelated to morning profits.,4
JoF_2000_2021_full_text\1378.txt,"Our main hypothesis is that analyst following increases when insider trading is restricted. In Section I.A, we fully develop this hypothesis and discuss related research. In Section I.B, we discuss limitations of our data on insider trading activities and define our insider trading enactment and enforcement variables.  A.",4
JoF_2000_2021_full_text\1379.txt,"Hypothesis 1:  Value firms disinvest more and incur higher adjustment costs than growth firms in bad times, and growth firms invest more and incur higher adjustment costs than value firms in good times. The endogenous link between productivity and investment is the point where my model departs from that of Gomes",3
JoF_2000_2021_full_text\1379.txt,Hypothesis 2:  The expected value premium and the value spread are countercyclical. Hypothesis 3:  The cross‐industry correlation between the degree of asymmetry and the expected value premium is positive. These predictions seem intriguingly consistent with the limited available evidence. Cohen et al. (2003) doc,3
JoF_2000_2021_full_text\1379.txt,"Hypothesis 4:  The industry cost of capital increases with the industry book‐to‐market and with the value spread within the industry.  C. Equilibrium EffectThe industry equilibrium framework allows the time‐varying cross‐sectional distribution of firms, μt, to affect risk and expected return as well. The output ",3
JoF_2000_2021_full_text\1379.txt,Hypothesis 5:  The industry cost of capital increases with measures of cross‐sectional dispersion of returns within the industry; the magnitude of this correlation increases with the inverse price elasticity of demand for the industry product. That the cross section of firms is endogenous and time‐varying is a d,3
JoF_2000_2021_full_text\1384.txt,Our hypothesis is that the differential in returns between local and nonlocal investments should be more pronounced for non‐S&P 500 stocks. The results are presented in the first six columns of Table V (panel B).,4
JoF_2000_2021_full_text\1384.txt,"we cannot reject the hypothesis that there is no difference in performance in raw returns between a household's largest local investment and its other local investments. The same pattern emerges for risk‐adjusted returns, with the largest local investment actually slightly underperforming the other local investments.",5
JoF_2000_2021_full_text\1388.txt,"Hypothesis 1 states that trading volume should decrease before scheduled announcements. The test compares abnormal trading volume before scheduled and unscheduled announcements, and the main results confirm hypothesis 1. Cumulative trading volume decreases more than 15% before scheduled announcements, but steadi",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 2 states that over a cross section of stocks, decreases in trading volume before scheduled announcements should be correlated with the extent of information asymmetry. Moreover, no such relation needs to hold before unscheduled announcements. I test and confirm hypothesis 2 by regressing abnormal trad",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 3 states that information asymmetry before scheduled announcements should be positively correlated with abnormal trading volume after the announcements. This hypothesis is from George, Kaul, and Nimalendran (1994). These authors propose a theoretical argument that high trading volume immediately after",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 4 states that market makers should increase price sensitivity only before scheduled announcements. Market makers are uninformed with respect to corporate information, so they should increase their price sensitivity when they perceive adverse selection costs. To test this, I estimate the Kyle (1985) la",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 1:  Before an information‐revealing announcement, trading volume should decrease only if uninformed investors expect the announcement. According to hypothesis 1, uninformed investors should avoid trading when they perceive adverse selection to be high. Adverse selection costs depend on ex ante informa",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 2:  Trading volume before scheduled announcements is negatively correlated with levels of ex ante information asymmetry. If hypothesis 2 is true, then discretionary liquidity traders are timing their trades. The decrease in trading volume before scheduled announcements represents the amount of delayed",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 3:  If adverse selection costs drive trading volume down before announcements, there should be a corresponding increase in trading volume after those announcements. Therefore, the relation between trading volume and information asymmetry should be negative before and positive after scheduled announcem",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 4:  Price sensitivity to order flow will be higher before scheduled announcements than during “average” periods.  II. Tests A. Data and Description of VariablesThis paper tests four types of corporate announcements: earnings, acquisition, target, and Moody's bond rating change announcements. These typ",3
JoF_2000_2021_full_text\1388.txt,"hypothesis 2 will provide the cross‐sectional relation between trading volume and information asymmetry. Next, testing hypothesis 3 will verify the theoretical predictions of George et al. (1994) and reconfirm the main result of this paper. Finally, testing hypothesis 4 will reveal price sensitivity to order flo",3
JoF_2000_2021_full_text\1388.txt,"Hypothesis 2 implies that the larger the ex ante information asymmetry, the less trading activity will occur before scheduled announcements, so we should observe a positive statistical relation between firm size and trading volume before scheduled announcements. Hong, Lim, and Stein (2000) show that holding all ",3
JoF_2000_2021_full_text\1388.txt,"hypothesis 2 predicts that we should observe a positive relation between the number of analysts and the trading volume before scheduled announcements. Copeland and Galai (1983), Glosten and Milgrom (1985), Venkatesh and Chiang (1986), etc., show that market makers should widen their bid–ask spreads when they sus",3
JoF_2000_2021_full_text\1388.txt,"hypothesis 2 implies that there should be a negative relation between bid–ask spread magnitudes and volume before scheduled announcements. Because of the nature of each company's business, earnings announcements from companies in different industries release different amounts of new information. For example, ear",3
JoF_2000_2021_full_text\1389.txt,"We hypothesize that ongoing relationships may reduce these agency problems in syndicates. The importance of relationships suggests that syndicate members are expected to play an active role in selling IPOs, determining IPO value, or providing aftermarket services.",2
JoF_2000_2021_full_text\139.txt,"we cannot reject the hypothesis that frequencies (times 10) are equal to prices for most of the transaction prices in each treatment, except possibly at the extreme values. However, the calibration seems to be best for the sessions with no information exchange, with the frequencies being remarkably close to the (Outcome|Price) line.",5
JoF_2000_2021_full_text\1390.txt,"Hypothesis 1 is related to the central assumption of the model, namely the fact that the behavior of noise traders depends on their sentiment, which is observable at the time of the offering. Hypotheses 2–4 are related to the predictions of the model regarding the relation between noise traders' demand and (i) t",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 1:  Individual investors' demand and aftermarket trading activity depend on the noise trader sentiment that prevails at the time of the offering. In the model, noise trader sentiment is assumed to be observable at the time of the offering, and to have an impact on noise traders' demand for IPO shares.",3
JoF_2000_2021_full_text\1390.txt,Hypothesis 2:  The IPO price is positively related to individual investors' demand. This hypothesis is derived directly from Proposition 1.Hypothesis 3:  Initial return and aftermarket turnover are positively related to individual investors' demand. The first part of the hypothesis is a direct consequence of Pro,3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 4:  Long‐term stock price performance is negatively correlated with individual investors' demand. Proposition 2 establishes that IPO shares are overpriced, on average, when noise trader sentiment is bullish at the time of the IPO. Moreover, the degree of overpricing depends on the intensity of noise t",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 1: Individual investors' demand and aftermarket trading activity depend on the noise trader sentiment that prevails at the time of the offering. Tests of this hypothesis are presented in Table II. In Panel A, I test the relation between noise trader sentiment and individual investors' demand. I assume",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 2: The IPO price is positively related to individual investors' demand. Tests of this hypothesis are presented in Table III. Panel A presents the number of observations falling in each of the categories obtained by crossing two discrete variables: first, terciles of oversubscription, and second, a dum",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 2: 18 of the 21 IPOs that fall in the low oversubscription tercile are priced below the upper bound of the price range. On the contrary, 15 of the 20 IPOs in the high oversubscription tercile are priced at the upper bound of their price range.Panel B of the table presents logit regressions. The depend",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 3: Initial return and aftermarket turnover are positively related to individual investors' demand. Tests of this hypothesis are presented in Table IV. In Panel A of Table IV, the average (median) level of initial return is equal to 40.29% (20.90%) for IPOs priced at the upper bound of their range, vs.",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 4: Long‐term stock price performance is negatively correlated with individual investors' demand. Tests of this hypothesis are presented in Tables V and VI. Table V presents linear regressions. In the first three columns of the table, the dependent variable is the raw 18‐month stock price performance. ",3
JoF_2000_2021_full_text\1390.txt,"Hypothesis 4: When individual investors are bullish about an IPO, the long‐term stock price performance of the company is poor on average. This suggests that public information about noise trader sentiment is at least partially incorporated into the IPO price chosen by the underwriter at the time of the offering",3
JoF_2000_2021_full_text\1393.txt,"Our first hypothesis is that, since capital markets are imperfect, recessions should have a larger impact on industries with higher external dependence. The third step consists of measuring differences in financial frictions at the country level (e.g.",4
JoF_2000_2021_full_text\1397.txt,"tes whether there are systematic differences between commercial banks and investment banks that are not captured by other control variables. In addition to estimating this baseline model, I am also interested in examining how the firm's valuation of relationships varies with its informational sensitivity. As discussed earlier, Diamond's reputation‐building argument predicts a positive relationship. To test this hypothesis",6
JoF_2000_2021_full_text\1401.txt,"Hypothesis 2 summarizes the predictions of Allen et al. (2000):  H2: All else equal, firms that pay larger dividends will attract more institutional investors. We expect the relation to be stronger in pension funds and bank trusts. Allen et al. (2000) offer a second explanation for the relation between instituti",3
JoF_2000_2021_full_text\1401.txt,"we cannot reject the hypothesis that the lag is m = 1. This result means that it takes no more than 1 year for past institutional holdings and past payout to affect future payout, and that it takes no more than 1 year for past payout and past institutional holdings to affect future institutional holdings.",5
JoF_2000_2021_full_text\1401.txt,we cannot reject the hypothesis that the lag is m = 1. This result means that the effect of holdings on payout is not more than 1 year.,5
JoF_2000_2021_full_text\1403.txt,"Hypothesis 1: In stronger legal regimes (higher‐c countries), firms divert less and practice higher‐quality corporate governance. Taking the partial derivative of d* with respect to π-, the profitability of investment opportunities, This derivative is negative because when investment opportunities are more profi",3
JoF_2000_2021_full_text\1403.txt,"Hypothesis 2: Controlling shareholders of firms with more profitable investment opportunities divert less for private gains and practice higher‐quality corporate governance. Equation (4) also implies that when a firm suffers a substantial drop in profitable investment opportunities, the controlling shareholders ",3
JoF_2000_2021_full_text\1403.txt,"Hypothesis 3: The impact of investment opportunities on the quality of governance practices is stronger in a country with a weaker legal environment. The impact of ownership concentration can be seen by differentiating d* with respect to α, This is the well‐known Jensen and Meckling (1976) agency argument that e",3
JoF_2000_2021_full_text\1403.txt,"Hypothesis 4: Controlling shareholders with greater cash flow rights practice higher quality corporate governance. A more interesting result is obtained by differentiating equation (6) with respect to c, Equation (7) shows that the sensitivity of diversion to ownership concentration falls as the cost of diversio",3
JoF_2000_2021_full_text\1403.txt,Hypothesis 5: The impact of ownership concentration on the quality of governance is greater in a weaker legal regime. The quality of governance may also be related to external financing. We have already shown that firms with profitable investment opportunities have better corporate governance. If profitable inve,3
JoF_2000_2021_full_text\1403.txt,"Hypothesis 6: For a given level of profitable investment opportunities, controlling shareholders of firms with a greater need for external financing will practice higher‐quality governance. One reason why firms in weaker legal regimes have difficulty in raising external capital is investors' lack of trust in leg",3
JoF_2000_2021_full_text\1403.txt,"Hypothesis 7: Firms with high‐quality governance are valued higher. Because high‐quality governance is relatively scarce in weak legal regimes, everything else being equal, the few firms with good governance are likely to be valued more in poor legal environments. Thus, Conjecture 2: The impact of the quality of",3
JoF_2000_2021_full_text\1406.txt,"We hypothesize that mutual fund investors prefer to invest in foreign countries that share a common language with the home country. Data on language are obtained from the World Factbook 1999, which contains the major or official languages of countries from all over the world.",2
JoF_2000_2021_full_text\1406.txt,"We hypothesize that mutual fund investors in country i, who are more familiar with country j, through sharing a common language, closer proximity, or having larger bilateral trades, will display less foreign bias toward mutual fund holdings in country j (FBIASij).",2
JoF_2000_2021_full_text\1418.txt,We hypothesize that the ability of the equal‐weighted average stock variance to predict future market returns for the period from 1963:08 to 1999:12 is partly driven by a liquidity premium.,2
JoF_2000_2021_full_text\1418.txt,We hypothesize that the predictive power of equal‐weighted measures of idiosyncratic volatility regarding future market excess returns is driven by a liquidity premium.,2
JoF_2000_2021_full_text\1425.txt,ompanies provide another test of whether these estimates reflect the ability to extract private benefits. A subtler prediction of the argument that cross‐listing in the United States. Acts as a pre commitment is that the effect of this cross listing should be a function of the difference between the corporate governance rules in the United States and the rules facing the company in its home market. To test this hypothesis,6
JoF_2000_2021_full_text\1434.txt,"we hypothesize that the market condition is a key driver of price impact asymmetry, we expect that negative‐return months, even in the broadly bullish phase of 1997 to 1998, will be associated with higher sell price impact compared to buy price impact.",2
JoF_2000_2021_full_text\1434.txt,"Our hypothesis is that the contemporaneous market condition is a key determinant of price impact and its asymmetry between buys and sells. In bullish (bearish) markets, buys (sells) have a bigger price impact.",4
JoF_2000_2021_full_text\1435.txt,we test the hypothesis that the coefficients of the explanatory variables in the regressions are the same for all weeks during the sample period. The F‐statistics for each regression are reported in Table III.,5
JoF_2000_2021_full_text\1435.txt,"We rejected the hypothesis that the structural relation between price volatility and our explanatory variables remains constant from week to week over the sample period. Bearing this in mind, in what follows we focus on the weekly cross‐sectional regressions.C.",5
JoF_2000_2021_full_text\1439.txt,"onal investors have a significant influence on executive compensation structures as our results imply, then as institutional ownership concentration increases over time, we would expect to see corresponding increases in incentive compensation. That is, we would expect to see changes in ownership in the early part of the sample associated with long‐run changes in compensation over the entire sample. To test this hypothesis",6
JoF_2000_2021_full_text\1448.txt,"tocks with the largest reduction in transaction costs. Equivalently, abnormal returns should be closer to zero. Thus, the expectation is that the change in the ex‐day premium for firms experiencing a significant decline in transaction costs should be positive. Stocks that experience a larger reduction in transaction costs should also experience a bigger change in their ex‐day return (towards zero). To test this hypothesis",6
JoF_2000_2021_full_text\1448.txt,"he ex‐day premium will fall and abnormal returns increase as the effective capital gains tax rate falls from the 1/8 to the 1/16 and decimal eras. In contrast, 1 implies that price discreteness (and/or bid‐ask bounce) is the driving factor behind the ex‐dividend premium puzzle and that the ex‐day premium should become closer to 1.0 and abnormal returns closer to 0 as the pricing grid becomes finer. To test these hypotheses",6
JoF_2000_2021_full_text\1450.txt,We hypothesize that the difference between local and foreign interest rates should be positively associated with the use of FC debt and negatively related to the use of local currency (NLC and SLC) debt.,2
